treated_id,control_id,match_rank,distance,treated_beds,control_beds,treated_baths,control_baths,treated_sqft,control_sqft
89086976,CONTROL_0171,4,2.511703698505028,3.0,4.0,2.0,2.0,2175.0,2504.4800715360543
89086976,CONTROL_0101,5,2.5338102528219895,3.0,3.0,2.0,2.0,2175.0,2393.5740368279376
89087000,CONTROL_0032,1,1.6660355364752997,3.0,3.0,2.0,2.0,1892.0,1896.7145928913835
89087000,CONTROL_0218,2,1.8095181693577094,3.0,3.0,2.0,2.0,1892.0,2328.0530549849227
89087000,CONTROL_0245,3,1.8110056927432976,3.0,3.0,2.0,2.0,1892.0,2241.510811568184
89087000,CONTROL_0101,4,1.8847867929336926,3.0,3.0,2.0,2.0,1892.0,2393.5740368279376
89087000,CONTROL_0107,5,2.0045123721284375,3.0,3.0,2.0,2.0,1892.0,2169.529889609949
89087006,CONTROL_0272,1,2.709469355509995,3.0,4.0,2.0,2.0,2316.0,2295.332918629926
89087006,CONTROL_0047,2,2.80398819578151,3.0,4.0,2.0,2.0,2316.0,2919.8711523010174
89087006,CONTROL_0070,3,2.875710628421008,3.0,4.0,2.0,2.0,2316.0,2524.300272996553
89087006,CONTROL_0171,4,2.909204680455729,3.0,4.0,2.0,2.0,2316.0,2504.4800715360543
89087006,CONTROL_0139,5,3.033193445150014,3.0,4.0,2.0,2.0,2316.0,2762.9482229166033
89087024,CONTROL_0107,1,0.5344125537897462,3.0,3.0,2.0,2.0,2000.0,2169.529889609949
89087024,CONTROL_0032,2,0.5723915439306796,3.0,3.0,2.0,2.0,2000.0,1896.7145928913835
89087024,CONTROL_0093,3,0.5910581035997925,3.0,3.0,2.0,2.0,2000.0,2067.654755384204
89087024,CONTROL_0073,4,0.6802111195613443,3.0,3.0,2.0,2.0,2000.0,2176.1585533656475
89087024,CONTROL_0084,5,0.7712807940763559,3.0,3.0,2.0,2.0,2000.0,2235.734251985577
89087030,CONTROL_0032,1,3.1319282541947437,3.0,3.0,2.0,2.0,788.0,1896.7145928913835
89087030,CONTROL_0272,2,3.4486411893644817,3.0,4.0,2.0,2.0,788.0,2295.332918629926
89087030,CONTROL_0107,3,3.5394118259843217,3.0,3.0,2.0,2.0,788.0,2169.529889609949
89087030,CONTROL_0093,4,3.575175329296684,3.0,3.0,2.0,2.0,788.0,2067.654755384204
89087030,CONTROL_0073,5,3.6368170470393597,3.0,3.0,2.0,2.0,788.0,2176.1585533656475
89087063,CONTROL_0272,1,2.397735083356639,3.0,4.0,2.0,2.0,1939.0,2295.332918629926
89087063,CONTROL_0032,2,2.5086353936407146,3.0,3.0,2.0,2.0,1939.0,1896.7145928913835
89087063,CONTROL_0070,3,2.5646135731785034,3.0,4.0,2.0,2.0,1939.0,2524.300272996553
89087063,CONTROL_0101,4,2.6220628911462143,3.0,3.0,2.0,2.0,1939.0,2393.5740368279376
89087063,CONTROL_0171,5,2.629374522974453,3.0,4.0,2.0,2.0,1939.0,2504.4800715360543
89087174,CONTROL_0272,1,2.3234070941257636,3.0,4.0,2.0,2.0,,2295.332918629926
89087174,CONTROL_0047,2,2.3742952813223273,3.0,4.0,2.0,2.0,,2919.8711523010174
89087174,CONTROL_0070,3,2.4179582181719272,3.0,4.0,2.0,2.0,,2524.300272996553
89087174,CONTROL_0171,4,2.4931440028266874,3.0,4.0,2.0,2.0,,2504.4800715360543
89087174,CONTROL_0101,5,2.522169663962976,3.0,3.0,2.0,2.0,,2393.5740368279376
89087201,CONTROL_0032,1,2.0072537575287503,3.0,3.0,2.0,2.0,1847.0,1896.7145928913835
89087201,CONTROL_0101,2,2.2143598050344693,3.0,3.0,2.0,2.0,1847.0,2393.5740368279376
89087201,CONTROL_0218,3,2.2362135141177504,3.0,3.0,2.0,2.0,1847.0,2328.0530549849227
89087201,CONTROL_0245,4,2.2376909108819656,3.0,3.0,2.0,2.0,1847.0,2241.510811568184
89087201,CONTROL_0272,5,2.2419604541947216,3.0,4.0,2.0,2.0,1847.0,2295.332918629926
89087228,CONTROL_0272,1,2.4333102654197543,3.0,4.0,2.0,2.0,2127.0,2295.332918629926
89087228,CONTROL_0070,2,2.583114890967575,3.0,4.0,2.0,2.0,2127.0,2524.300272996553
89087228,CONTROL_0047,3,2.5871599125885005,3.0,4.0,2.0,2.0,2127.0,2919.8711523010174
89087228,CONTROL_0171,4,2.641442929886848,3.0,4.0,2.0,2.0,2127.0,2504.4800715360543
89087228,CONTROL_0032,5,2.697183072529743,3.0,3.0,2.0,2.0,2127.0,1896.7145928913835
89087270,CONTROL_0272,1,2.3264270432011385,3.0,4.0,2.0,2.0,1915.0,2295.332918629926
89087270,CONTROL_0032,2,2.3456705143173915,3.0,3.0,2.0,2.0,1915.0,1896.7145928913835
89087270,CONTROL_0070,3,2.468479790535337,3.0,4.0,2.0,2.0,1915.0,2524.300272996553
89087270,CONTROL_0101,4,2.482255790588461,3.0,3.0,2.0,2.0,1915.0,2393.5740368279376
89087270,CONTROL_0171,5,2.5461065600310437,3.0,4.0,2.0,2.0,1915.0,2504.4800715360543
89087300,CONTROL_0272,1,2.417538637233298,3.0,4.0,2.0,2.0,1895.0,2295.332918629926
89087300,CONTROL_0032,2,2.5076161115166746,3.0,3.0,2.0,2.0,1895.0,1896.7145928913835
89087300,CONTROL_0070,3,2.594284866770089,3.0,4.0,2.0,2.0,1895.0,2524.300272996553
89087300,CONTROL_0101,4,2.6448695995443114,3.0,3.0,2.0,2.0,1895.0,2393.5740368279376
89087300,CONTROL_0171,5,2.6573832717108328,3.0,4.0,2.0,2.0,1895.0,2504.4800715360543
89087312,CONTROL_0272,1,1.9530036208143837,3.0,4.0,2.0,2.0,2041.0,2295.332918629926
89087312,CONTROL_0032,2,2.018084775554745,3.0,3.0,2.0,2.0,2041.0,1896.7145928913835
89087312,CONTROL_0101,3,2.088162427446364,3.0,3.0,2.0,2.0,2041.0,2393.5740368279376
89087312,CONTROL_0070,4,2.100550415320809,3.0,4.0,2.0,2.0,2041.0,2524.300272996553
89087312,CONTROL_0107,5,2.1568094013447494,3.0,3.0,2.0,2.0,2041.0,2169.529889609949
89087318,CONTROL_0032,1,2.5438264464074716,3.0,3.0,2.0,2.0,1644.0,1896.7145928913835
89087318,CONTROL_0272,2,2.569155012508471,3.0,4.0,2.0,2.0,1644.0,2295.332918629926
89087318,CONTROL_0070,3,2.795638953823825,3.0,4.0,2.0,2.0,1644.0,2524.300272996553
89087318,CONTROL_0107,4,2.802097357291707,3.0,3.0,2.0,2.0,1644.0,2169.529889609949
89087318,CONTROL_0101,5,2.8093869038424804,3.0,3.0,2.0,2.0,1644.0,2393.5740368279376
89087372,CONTROL_0272,1,2.3827565796784245,3.0,4.0,2.0,2.0,1976.0,2295.332918629926
89087372,CONTROL_0032,2,2.51120193765263,3.0,3.0,2.0,2.0,1976.0,1896.7145928913835
89087372,CONTROL_0070,3,2.5410840029781783,3.0,4.0,2.0,2.0,1976.0,2524.300272996553
89087372,CONTROL_0101,4,2.604378374818,3.0,3.0,2.0,2.0,1976.0,2393.5740368279376
89087372,CONTROL_0171,5,2.607235405268742,3.0,4.0,2.0,2.0,1976.0,2504.4800715360543
89087405,CONTROL_0272,1,2.3593180853231925,3.0,4.0,2.0,2.0,2044.0,2295.332918629926
89087405,CONTROL_0070,2,2.501353648779162,3.0,4.0,2.0,2.0,2044.0,2524.300272996553
89087405,CONTROL_0032,3,2.519972971215102,3.0,3.0,2.0,2.0,2044.0,1896.7145928913835
89087405,CONTROL_0047,4,2.5427864030751834,3.0,4.0,2.0,2.0,2044.0,2919.8711523010174
89087405,CONTROL_0171,5,2.5700309885281998,3.0,4.0,2.0,2.0,2044.0,2504.4800715360543
89087525,CONTROL_0101,1,2.7854029753873943,2.0,3.0,2.0,2.0,2165.0,2393.5740368279376
89087525,CONTROL_0032,2,2.796382793383109,2.0,3.0,2.0,2.0,2165.0,1896.7145928913835
89087525,CONTROL_0218,3,2.8926292939089056,2.0,3.0,2.0,2.0,2165.0,2328.0530549849227
89087525,CONTROL_0107,4,2.8958987591265686,2.0,3.0,2.0,2.0,2165.0,2169.529889609949
89087525,CONTROL_0280,5,2.9033425529152423,2.0,3.0,2.0,2.0,2165.0,2691.363826499095
89087570,CONTROL_0054,1,2.1792592860682802,3.0,4.0,2.0,2.0,2681.7246376811595,2730.587525123412
89087570,CONTROL_0272,2,2.180834935822159,3.0,4.0,2.0,2.0,2681.7246376811595,2295.332918629926
89087570,CONTROL_0226,3,2.187304829182966,3.0,4.0,2.0,2.0,2681.7246376811595,2620.9235840971583
89087570,CONTROL_0069,4,2.3073170246265735,3.0,4.0,2.0,2.0,2681.7246376811595,2557.3542327626274
89087570,CONTROL_0139,5,2.3188946730979683,3.0,4.0,2.0,2.0,2681.7246376811595,2762.9482229166033
89087612,CONTROL_0032,1,2.2636210691128387,3.0,3.0,2.0,2.0,1529.7333333333333,1896.7145928913835
89087612,CONTROL_0272,2,2.520965425528109,3.0,4.0,2.0,2.0,1529.7333333333333,2295.332918629926
89087612,CONTROL_0107,3,2.6003793147194947,3.0,3.0,2.0,2.0,1529.7333333333333,2169.529889609949
89087612,CONTROL_0245,4,2.621212349723767,3.0,3.0,2.0,2.0,1529.7333333333333,2241.510811568184
89087612,CONTROL_0101,5,2.6248959564620904,3.0,3.0,2.0,2.0,1529.7333333333333,2393.5740368279376
89087726,CONTROL_0032,1,0.945521927467288,3.0,3.0,2.0,2.0,1838.857142857143,1896.7145928913835
89087726,CONTROL_0093,2,0.9928007086027376,3.0,3.0,2.0,2.0,1838.857142857143,2067.654755384204
89087726,CONTROL_0107,3,1.0161645531344363,3.0,3.0,2.0,2.0,1838.857142857143,2169.529889609949
89087726,CONTROL_0234,4,1.0734720598163179,3.0,3.0,2.0,2.0,1838.857142857143,1953.1244805234492
89087726,CONTROL_0073,5,1.162655665053968,3.0,3.0,2.0,2.0,1838.857142857143,2176.1585533656475
89088002,CONTROL_0144,1,1.5857461272444335,3.0,3.0,1.0,1.0,1273.0,2172.3810357357484
89088002,CONTROL_0123,2,1.6690046949641535,3.0,3.0,1.0,1.0,1273.0,2076.737448474917
89088002,CONTROL_0266,3,1.6705281270125898,3.0,3.0,1.0,1.0,1273.0,2173.8958372352267
89088002,CONTROL_0299,4,1.6728988215921896,3.0,3.0,1.0,1.0,1273.0,2064.31514559634
89088002,CONTROL_0149,5,1.6888951586490863,3.0,3.0,1.0,1.0,1273.0,2173.5315837576914
89088125,CONTROL_0272,1,2.3816029517326682,3.0,4.0,2.0,2.0,2211.9565217391305,2295.332918629926
89088125,CONTROL_0047,2,2.464544626733525,3.0,4.0,2.0,2.0,2211.9565217391305,2919.8711523010174
89088125,CONTROL_0070,3,2.4991155598698995,3.0,4.0,2.0,2.0,2211.9565217391305,2524.300272996553
89088125,CONTROL_0171,4,2.5652859341418224,3.0,4.0,2.0,2.0,2211.9565217391305,2504.4800715360543
89088125,CONTROL_0101,5,2.6212089716033167,3.0,3.0,2.0,2.0,2211.9565217391305,2393.5740368279376
89088191,CONTROL_0032,1,2.007325409348678,3.0,3.0,2.0,2.0,1846.0,1896.7145928913835
89088191,CONTROL_0101,2,2.215067320357091,3.0,3.0,2.0,2.0,1846.0,2393.5740368279376
89088191,CONTROL_0218,3,2.2368302203030357,3.0,3.0,2.0,2.0,1846.0,2328.0530549849227
89088191,CONTROL_0245,4,2.2381964644022228,3.0,3.0,2.0,2.0,1846.0,2241.510811568184
89088191,CONTROL_0272,5,2.242533789303629,3.0,4.0,2.0,2.0,1846.0,2295.332918629926
89088194,CONTROL_0218,1,1.6607506264477718,3.0,3.0,2.0,2.0,,2328.0530549849227
89088194,CONTROL_0101,2,1.7058229448385338,3.0,3.0,2.0,2.0,,2393.5740368279376
89088194,CONTROL_0245,3,1.7118217521265378,3.0,3.0,2.0,2.0,,2241.510811568184
89088194,CONTROL_0032,4,1.7581358345695437,3.0,3.0,2.0,2.0,,1896.7145928913835
89088194,CONTROL_0280,5,1.8035179230543616,3.0,3.0,2.0,2.0,,2691.363826499095
89088203,CONTROL_0032,1,0.9892427137990959,3.0,3.0,2.0,2.0,1379.7,1896.7145928913835
89088203,CONTROL_0093,2,1.2755203843563987,3.0,3.0,2.0,2.0,1379.7,2067.654755384204
89088203,CONTROL_0234,3,1.3252104361043195,3.0,3.0,2.0,2.0,1379.7,1953.1244805234492
89088203,CONTROL_0252,4,1.3305312399980171,3.0,3.0,2.0,2.0,1379.7,2041.6309063418475
89088203,CONTROL_0107,5,1.386202098897137,3.0,3.0,2.0,2.0,1379.7,2169.529889609949
89088230,CONTROL_0107,1,0.471084289971146,3.0,3.0,2.0,2.0,2088.8529411764707,2169.529889609949
89088230,CONTROL_0093,2,0.5809704991130443,3.0,3.0,2.0,2.0,2088.8529411764707,2067.654755384204
89088230,CONTROL_0073,3,0.628996721193027,3.0,3.0,2.0,2.0,2088.8529411764707,2176.1585533656475
89088230,CONTROL_0032,4,0.6346778117645774,3.0,3.0,2.0,2.0,2088.8529411764707,1896.7145928913835
89088230,CONTROL_0084,5,0.705337044272809,3.0,3.0,2.0,2.0,2088.8529411764707,2235.734251985577
89088326,CONTROL_0032,1,0.9848968284886559,3.0,3.0,2.0,2.0,1412.0,1896.7145928913835
89088326,CONTROL_0093,2,1.2520072848216013,3.0,3.0,2.0,2.0,1412.0,2067.654755384204
89088326,CONTROL_0234,3,1.2925161284225617,3.0,3.0,2.0,2.0,1412.0,1953.1244805234492
89088326,CONTROL_0252,4,1.3335275174873849,3.0,3.0,2.0,2.0,1412.0,2041.6309063418475
89088326,CONTROL_0107,5,1.3590137626767174,3.0,3.0,2.0,2.0,1412.0,2169.529889609949
89088365,CONTROL_0032,1,1.0114858123400932,3.0,3.0,2.0,2.0,1320.0,1896.7145928913835
89088365,CONTROL_0252,2,1.2492989840744317,3.0,3.0,2.0,2.0,1320.0,2041.6309063418475
89088365,CONTROL_0093,3,1.365454647714469,3.0,3.0,2.0,2.0,1320.0,2067.654755384204
89088365,CONTROL_0114,4,1.4087601643987506,3.0,3.0,2.0,2.0,1320.0,2127.9295706722005
89088365,CONTROL_0037,5,1.4164571213837651,3.0,3.0,2.0,2.0,1320.0,2132.7500185042586
89088425,CONTROL_0187,1,3.485649565889274,3.0,4.0,3.0,3.0,2011.857142857143,2553.7537354543683
89088425,CONTROL_0272,2,3.572230866086507,3.0,4.0,3.0,2.0,2011.857142857143,2295.332918629926
89088425,CONTROL_0222,3,3.7009710366998383,3.0,4.0,3.0,3.0,2011.857142857143,2369.895305840764
89088425,CONTROL_0257,4,3.7556319561935565,3.0,4.0,3.0,3.0,2011.857142857143,2432.9549899174403
89088425,CONTROL_0152,5,3.800677371604588,3.0,4.0,3.0,3.0,2011.857142857143,2511.6084272026324
89088443,CONTROL_0162,1,2.5957801766390856,4.0,5.0,3.0,3.0,3220.0,2932.2294335440824
89088443,CONTROL_0225,2,2.7936548291925973,4.0,5.0,3.0,3.0,3220.0,2971.0846296690966
89088443,CONTROL_0047,3,2.822546841672943,4.0,4.0,3.0,2.0,3220.0,2919.8711523010174
89088443,CONTROL_0187,4,2.836428645606603,4.0,4.0,3.0,3.0,3220.0,2553.7537354543683
89088443,CONTROL_0193,5,3.0678640899034573,4.0,4.0,3.0,3.0,3220.0,2872.9843080230694
89088509,CONTROL_0038,1,0.991257034638821,2.0,2.0,2.0,2.0,1653.0,1777.3595165588363
89088509,CONTROL_0124,2,1.0540703323454732,2.0,2.0,2.0,2.0,1653.0,1704.658269692216
89088509,CONTROL_0055,3,1.0810887161766125,2.0,2.0,2.0,2.0,1653.0,1575.6028545605297
89088509,CONTROL_0250,4,1.190500200464674,2.0,2.0,2.0,2.0,1653.0,1777.2073088702546
89088509,CONTROL_0030,5,1.1918163075574164,2.0,2.0,2.0,2.0,1653.0,1880.4650130000548
89088566,CONTROL_0032,1,1.6674407664088509,3.0,3.0,2.0,2.0,1856.0,1896.7145928913835
89088566,CONTROL_0245,2,1.831810927356616,3.0,3.0,2.0,2.0,1856.0,2241.510811568184
89088566,CONTROL_0218,3,1.8352091902456336,3.0,3.0,2.0,2.0,1856.0,2328.0530549849227
89088566,CONTROL_0101,4,1.9130002716133063,3.0,3.0,2.0,2.0,1856.0,2393.5740368279376
89088566,CONTROL_0107,5,2.0196572209829395,3.0,3.0,2.0,2.0,1856.0,2169.529889609949
89088584,CONTROL_0032,1,2.0283111289992184,2.0,3.0,2.0,2.0,1964.0,1896.7145928913835
89088584,CONTROL_0067,2,2.087195623403655,2.0,2.0,2.0,2.0,1964.0,2001.1885239207245
89088584,CONTROL_0218,3,2.1059018733962165,2.0,3.0,2.0,2.0,1964.0,2328.0530549849227
89088584,CONTROL_0245,4,2.1156328932190522,2.0,3.0,2.0,2.0,1964.0,2241.510811568184
89088584,CONTROL_0101,5,2.1646856387608318,2.0,3.0,2.0,2.0,1964.0,2393.5740368279376
89088803,CONTROL_0032,1,2.3891087324049174,2.0,3.0,2.0,2.0,1542.0,1896.7145928913835
89088803,CONTROL_0245,2,2.699713662400342,2.0,3.0,2.0,2.0,1542.0,2241.510811568184
89088803,CONTROL_0107,3,2.715249803010795,2.0,3.0,2.0,2.0,1542.0,2169.529889609949
89088803,CONTROL_0218,4,2.726361830057038,2.0,3.0,2.0,2.0,1542.0,2328.0530549849227
89088803,CONTROL_0101,5,2.7295171935735993,2.0,3.0,2.0,2.0,1542.0,2393.5740368279376
89088830,CONTROL_0032,1,1.8599941437159795,3.0,3.0,2.0,2.0,1782.0666666666666,1896.7145928913835
89088830,CONTROL_0245,2,2.1018690198591004,3.0,3.0,2.0,2.0,1782.0666666666666,2241.510811568184
89088830,CONTROL_0218,3,2.1100913971509154,3.0,3.0,2.0,2.0,1782.0666666666666,2328.0530549849227
89088830,CONTROL_0101,4,2.128485016111701,3.0,3.0,2.0,2.0,1782.0666666666666,2393.5740368279376
89088830,CONTROL_0107,5,2.1902233517872594,3.0,3.0,2.0,2.0,1782.0666666666666,2169.529889609949
89088935,CONTROL_0032,1,1.714700562837844,3.0,3.0,2.0,2.0,1657.0,1896.7145928913835
89088935,CONTROL_0245,2,1.9769737425273315,3.0,3.0,2.0,2.0,1657.0,2241.510811568184
89088935,CONTROL_0218,3,2.004879434715722,3.0,3.0,2.0,2.0,1657.0,2328.0530549849227
89088935,CONTROL_0101,4,2.0942326150333432,3.0,3.0,2.0,2.0,1657.0,2393.5740368279376
89088935,CONTROL_0107,5,2.133038602099023,3.0,3.0,2.0,2.0,1657.0,2169.529889609949
89088956,CONTROL_0263,1,2.106607056415692,3.0,4.0,1.0,1.0,2549.3333333333335,2439.3196601325826
89088956,CONTROL_0115,2,2.1552203162339967,3.0,3.0,1.0,1.0,2549.3333333333335,2843.0606779283175
89088956,CONTROL_0033,3,2.3036176269801603,3.0,4.0,1.0,1.0,2549.3333333333335,2802.4603425667187
89088956,CONTROL_0011,4,2.3321452311583855,3.0,3.0,1.0,1.0,2549.3333333333335,2264.5473772774913
89088956,CONTROL_0056,5,2.358930586003807,3.0,4.0,1.0,1.0,2549.3333333333335,2694.269693496452
89088971,CONTROL_0200,1,1.8982756587630976,2.0,2.0,1.0,1.0,1138.6363636363637,1546.60631850984
89088971,CONTROL_0048,2,2.10076068447647,2.0,2.0,1.0,1.0,1138.6363636363637,1863.7679539194683
89088971,CONTROL_0024,3,2.1679995395179,2.0,2.0,1.0,1.0,1138.6363636363637,2028.7503516404836
89088971,CONTROL_0144,4,2.21725084488824,2.0,3.0,1.0,1.0,1138.6363636363637,2172.3810357357484
89088971,CONTROL_0299,5,2.2666306750859855,2.0,3.0,1.0,1.0,1138.6363636363637,2064.31514559634
89089052,CONTROL_0093,1,1.6919924634727803,2.0,3.0,2.0,2.0,1873.0,2067.654755384204
89089052,CONTROL_0032,2,1.6942648899714436,2.0,3.0,2.0,2.0,1873.0,1896.7145928913835
89089052,CONTROL_0234,3,1.6998818396996767,2.0,3.0,2.0,2.0,1873.0,1953.1244805234492
89089052,CONTROL_0107,4,1.7036247322438494,2.0,3.0,2.0,2.0,1873.0,2169.529889609949
89089052,CONTROL_0073,5,1.8226889263718016,2.0,3.0,2.0,2.0,1873.0,2176.1585533656475
89089127,CONTROL_0011,1,3.78373552671296,3.0,3.0,1.0,1.0,1040.0,2264.5473772774913
89089127,CONTROL_0102,2,3.9728774418318022,3.0,3.0,1.0,1.0,1040.0,2412.399358658699
89089127,CONTROL_0263,3,4.0256527027756075,3.0,4.0,1.0,1.0,1040.0,2439.3196601325826
89089127,CONTROL_0032,4,4.090386963524821,3.0,3.0,1.0,2.0,1040.0,1896.7145928913835
89089127,CONTROL_0144,5,4.2785982419938575,3.0,3.0,1.0,1.0,1040.0,2172.3810357357484
89089220,CONTROL_0200,1,2.4818945560605528,2.0,2.0,1.0,1.0,1088.0,1546.60631850984
89089220,CONTROL_0011,2,2.5810671405248558,2.0,3.0,1.0,1.0,1088.0,2264.5473772774913
89089220,CONTROL_0038,3,2.684663902618041,2.0,2.0,1.0,2.0,1088.0,1777.3595165588363
89089220,CONTROL_0024,4,2.6882097833657634,2.0,2.0,1.0,1.0,1088.0,2028.7503516404836
89089220,CONTROL_0048,5,2.6949704537168304,2.0,2.0,1.0,1.0,1088.0,1863.7679539194683
89089361,CONTROL_0032,1,1.5692648530854718,3.0,3.0,2.0,2.0,1415.7272727272727,1896.7145928913835
89089361,CONTROL_0245,2,1.9877559513599072,3.0,3.0,2.0,2.0,1415.7272727272727,2241.510811568184
89089361,CONTROL_0218,3,2.054832611310171,3.0,3.0,2.0,2.0,1415.7272727272727,2328.0530549849227
89089361,CONTROL_0107,4,2.0567661010800324,3.0,3.0,2.0,2.0,1415.7272727272727,2169.529889609949
89089361,CONTROL_0073,5,2.104652745484005,3.0,3.0,2.0,2.0,1415.7272727272727,2176.1585533656475
89089463,CONTROL_0200,1,0.8638007841470434,2.0,2.0,1.0,1.0,1548.0,1546.60631850984
89089463,CONTROL_0048,2,0.9775031461383076,2.0,2.0,1.0,1.0,1548.0,1863.7679539194683
89089463,CONTROL_0024,3,1.0270255563313504,2.0,2.0,1.0,1.0,1548.0,2028.7503516404836
89089463,CONTROL_0284,4,1.2043112907746314,2.0,2.0,1.0,1.0,1548.0,1983.5848718921127
89089463,CONTROL_0061,5,1.2065302885234357,2.0,2.0,1.0,1.0,1548.0,1994.2499586283038
89089496,CONTROL_0200,1,2.475618666628484,2.0,2.0,1.0,1.0,1100.0,1546.60631850984
89089496,CONTROL_0011,2,2.5654322218988197,2.0,3.0,1.0,1.0,1100.0,2264.5473772774913
89089496,CONTROL_0038,3,2.675900812947241,2.0,2.0,1.0,2.0,1100.0,1777.3595165588363
89089496,CONTROL_0024,4,2.676231635154373,2.0,2.0,1.0,1.0,1100.0,2028.7503516404836
89089496,CONTROL_0048,5,2.685135154458127,2.0,2.0,1.0,1.0,1100.0,1863.7679539194683
89089568,CONTROL_0200,1,2.3931979740570597,2.0,2.0,1.0,1.0,1063.142857142857,1546.60631850984
89089568,CONTROL_0038,2,2.6341955757885795,2.0,2.0,1.0,2.0,1063.142857142857,1777.3595165588363
89089568,CONTROL_0048,3,2.637966887917528,2.0,2.0,1.0,1.0,1063.142857142857,1863.7679539194683
89089568,CONTROL_0061,4,2.6481571295213446,2.0,2.0,1.0,1.0,1063.142857142857,1994.2499586283038
89089568,CONTROL_0067,5,2.6570617556502656,2.0,2.0,1.0,2.0,1063.142857142857,2001.1885239207245
89089685,CONTROL_0011,1,5.508011970811098,3.0,3.0,1.0,1.0,1305.4736842105262,2264.5473772774913
89089685,CONTROL_0263,2,5.536267251908247,3.0,4.0,1.0,1.0,1305.4736842105262,2439.3196601325826
89089685,CONTROL_0102,3,5.6458520127055145,3.0,3.0,1.0,1.0,1305.4736842105262,2412.399358658699
89089685,CONTROL_0032,4,5.865324023116707,3.0,3.0,1.0,2.0,1305.4736842105262,1896.7145928913835
89089685,CONTROL_0047,5,5.874700461702979,3.0,4.0,1.0,2.0,1305.4736842105262,2919.8711523010174
89089694,CONTROL_0132,1,1.8295357874480211,3.0,4.0,1.0,1.0,2208.0,2388.5930982317395
89089694,CONTROL_0053,2,1.830084527966877,3.0,4.0,1.0,1.0,2208.0,2390.5315421019195
89089694,CONTROL_0144,3,1.856365845969865,3.0,3.0,1.0,1.0,2208.0,2172.3810357357484
89089694,CONTROL_0087,4,1.9287638802304445,3.0,3.0,1.0,1.0,2208.0,2463.5189533099365
89089694,CONTROL_0056,5,1.9838205341914183,3.0,4.0,1.0,1.0,2208.0,2694.269693496452
89089700,CONTROL_0200,1,1.353825761379996,2.0,2.0,1.0,1.0,800.0,1546.60631850984
89089700,CONTROL_0048,2,1.8703810976853525,2.0,2.0,1.0,1.0,800.0,1863.7679539194683
89089700,CONTROL_0055,3,2.039850318026467,2.0,2.0,1.0,2.0,800.0,1575.6028545605297
89089700,CONTROL_0061,4,2.0576428071960695,2.0,2.0,1.0,1.0,800.0,1994.2499586283038
89089700,CONTROL_0024,5,2.1155999683694175,2.0,2.0,1.0,1.0,800.0,2028.7503516404836
89089742,CONTROL_0200,1,1.2743524417865792,2.0,2.0,1.0,1.0,993.0,1546.60631850984
89089742,CONTROL_0048,2,1.6857294875674669,2.0,2.0,1.0,1.0,993.0,1863.7679539194683
89089742,CONTROL_0024,3,1.8615799904164145,2.0,2.0,1.0,1.0,993.0,2028.7503516404836
89089742,CONTROL_0284,4,1.928074180698492,2.0,2.0,1.0,1.0,993.0,1983.5848718921127
89089742,CONTROL_0061,5,1.9382278280099403,2.0,2.0,1.0,1.0,993.0,1994.2499586283038
89089817,CONTROL_0067,1,1.8360792273607507,2.0,2.0,2.0,2.0,1492.7272727272727,2001.1885239207245
89089817,CONTROL_0231,2,1.9062837418351348,2.0,2.0,2.0,2.0,1492.7272727272727,1951.059195440531
89089817,CONTROL_0038,3,1.9240834580437751,2.0,2.0,2.0,2.0,1492.7272727272727,1777.3595165588363
89089817,CONTROL_0140,4,2.0509753571844684,2.0,2.0,2.0,2.0,1492.7272727272727,2082.338072525351
89089817,CONTROL_0032,5,2.103367951018816,2.0,3.0,2.0,2.0,1492.7272727272727,1896.7145928913835
89089826,CONTROL_0200,1,1.2969139095719384,2.0,2.0,1.0,1.0,975.0,1546.60631850984
89089826,CONTROL_0048,2,1.71242479075507,2.0,2.0,1.0,1.0,975.0,1863.7679539194683
89089826,CONTROL_0024,3,1.8902927043134456,2.0,2.0,1.0,1.0,975.0,2028.7503516404836
89089826,CONTROL_0284,4,1.954620010167873,2.0,2.0,1.0,1.0,975.0,1983.5848718921127
89089826,CONTROL_0061,5,1.964916321650679,2.0,2.0,1.0,1.0,975.0,1994.2499586283038
89089847,CONTROL_0200,1,2.052402264993866,2.0,2.0,1.0,1.0,1210.0,1546.60631850984
89089847,CONTROL_0024,2,2.2207946850856453,2.0,2.0,1.0,1.0,1210.0,2028.7503516404836
89089847,CONTROL_0048,3,2.228775782864223,2.0,2.0,1.0,1.0,1210.0,1863.7679539194683
89089847,CONTROL_0011,4,2.2763917791407677,2.0,3.0,1.0,1.0,1210.0,2264.5473772774913
89089847,CONTROL_0144,5,2.2768927587113295,2.0,3.0,1.0,1.0,1210.0,2172.3810357357484
89089889,CONTROL_0200,1,1.3954874942126276,2.0,2.0,1.0,1.0,899.0,1546.60631850984
89089889,CONTROL_0048,2,1.8264387660356676,2.0,2.0,1.0,1.0,899.0,1863.7679539194683
89089889,CONTROL_0024,3,2.012091831748406,2.0,2.0,1.0,1.0,899.0,2028.7503516404836
89089889,CONTROL_0055,4,2.0466454312427493,2.0,2.0,1.0,2.0,899.0,1575.6028545605297
89089889,CONTROL_0284,5,2.0678933881613837,2.0,2.0,1.0,1.0,899.0,1983.5848718921127
89090054,CONTROL_0200,1,2.2629940757482867,2.0,2.0,1.0,1.0,1167.0,1546.60631850984
